"Species1","Mass","Wing.Length","Hand-Wing.Index"
"Dacelo leachii",308,196.1,27.3
"Dacelo novaeguineae",333.8,216.1,29.1
"Dacelo tyro",145.9,148,21.4
"Halcyon albiventris",65.1,100.3,20.6
"Halcyon badia",57.9,92.2,22.4
"Halcyon chelicuti",43.2,79.1,26.5
"Halcyon coromanda",77.5,113.7,22.4
"Halcyon cyanoventris",93,117.2,20.1
"Halcyon gularis",91.4,120.2,22.5
"Halcyon leucocephala",41.8,102.1,23.6
"Halcyon malimbica",91.8,113.5,19.6
"Halcyon pileata",84,124,25.7
"Halcyon senegalensis",73.4,99.4,21
"Halcyon senegaloides",61.8,105.2,22.6
"Halcyon smyrnensis",91.4,113.2,21.7
"Ispidina lecontei",9.5,47.7,24.3
"Ispidina picta",12.7,52.3,23.2
"Lacedo melanops",47.3,81,22.3
"Lacedo pulchella",47.3,82,22.2
"Megaceryle alcyon",148,158.8,33.6
"Megaceryle lugubris",271,182.4,29.9
"Megaceryle maxima",325,196.8,27.1
"Megaceryle torquata",317,191.3,24.5
"Melidora macrorrhina",97,118.2,19.1
"Pelargopsis amauroptera",162,139,21.8
"Pelargopsis capensis",178.7,146.7,20.1
"Pelargopsis melanorhyncha",193.3,147.8,22.5
"Syma megarhyncha",56,85.4,22.9
"Syma torotoro",37.7,79,23.4
"Tanysiptera carolinae",50.2,106.5,20.1
"Tanysiptera danae",43.5,89.8,19.9
"Tanysiptera ellioti",50.2,105.6,16.6
"Tanysiptera galatea",50,104.3,24.8
"Tanysiptera hydrocharis",33,87,20.7
"Tanysiptera nigriceps",49.6,94.8,19.4
"Tanysiptera nympha",57,91.8,22.2
"Tanysiptera riedelii",63.5,99.2,21.8
"Tanysiptera sylvia",49.6,93.8,23.8
"Todiramphus albonotatus",32,82.2,9.2
"Todiramphus australasia",43,76,26.3
"Todiramphus chloris",66.1,107.3,23.8
"Todiramphus cinnamominus",62.2,94,20.2
"Todiramphus diops",47.4,84.6,29.9
"Todiramphus enigma",66.1,104.3,23.1
"Todiramphus farquhari",38.8,89,25
"Todiramphus funebris",126,112.2,21.3
"Todiramphus gambieri",39,90,18.9
"Todiramphus godeffroyi",63.4,98,20.4
"Todiramphus lazuli",47.4,91.8,31.6
"Todiramphus leucopygius",47.9,85.8,27
"Todiramphus macleayii",37.3,87.8,30.9
"Todiramphus nigrocyaneus",54.2,92.2,17.1
"Todiramphus pelewensis",62.2,93.9,23.7
"Todiramphus pyrrhopygius",51.7,100.2,36.5
"Todiramphus recurvirostris",53,80,24.4
"Todiramphus reichenbachii",62.2,96.7,23.3
"Todiramphus ruficollaris",34.9,99,18.2
"Todiramphus sanctus",53,91.3,30.1
"Todiramphus saurophagus",126,127.8,25.2
"Todiramphus tutus",42.3,100,19.4
"Todiramphus veneratus",44.5,95.4,20.8
"Todiramphus winchelli",67.4,97.5,24.3
"Todiramphus youngi",50.5,99,19.9
"Atelornis crossleyi",79,92.4,11.4
"Atelornis pittoides",91.5,111.5,19.8
"Brachypteracias leptosomus",185,137.6,19.8
"Geobiastes squamiger",155,119.8,24.4
"Uratelornis chimaera",226,107.2,15.6
"Coracias abyssinicus",102,155.2,30.2
"Coracias affinis",157.5,190.3,27.7
"Coracias benghalensis",157.5,180.1,29
"Coracias caudatus",110,161.2,32.5
"Coracias cyanogaster",142,173.5,29.7
"Coracias garrulus",146,190.8,37.5
"Coracias naevius",168,181.8,27.5
"Coracias spatulatus",90.4,165.4,33.2
"Coracias temminckii",153.7,183,24.5
"Eurystomus azureus",122.8,190,31.5
"Eurystomus glaucurus",110,198,44.7
"Eurystomus gularis",96.3,148.6,42.4
"Eurystomus orientalis",143,186.2,36.9
"Meropogon forsteni",55,113,31
"Merops albicollis",25.9,97.6,33.5
"Merops americanus",37.4,116.3,40.2
"Merops apiaster",56.6,143.8,45.5
"Merops boehmi",16.6,80,27.1
"Merops breweri",49.7,121.5,23.9
"Merops bullockoides",34.8,111.8,25.2
"Merops bulocki",23.1,100.8,26.5
"Merops cyanophrys",14.8,89.9,32.1
"Merops gularis",27.3,87.2,32.1
"Merops hirundineus",21.7,94.5,37.2
"Merops lafresnayii",22.5,95.7,29.8
"Merops leschenaulti",27.2,106.2,41.4
"Merops malimbicus",50.4,134.5,49.5
"Merops mentalis",22.5,84.7,24.4
"Merops muelleri",22.5,86.2,28.7
"Merops nubicoides",42.4,152,45.2
"Merops nubicus",42.4,145.2,40.1
"Merops oreobates",24,99.9,26.7
"Merops orientalis",14.8,91.2,35.4
"Merops ornatus",29.5,108.2,38
"Merops persicus",49.3,153.8,52
"Merops philippinus",34,129.5,20.3
"Merops pusillus",15.1,79.1,31
"Merops revoilii",12.9,75.4,27.2
"Merops superciliosus",38.5,137,45.9
"Merops variegatus",22.5,86.4,33.6
"Merops viridis",34.8,111.6,19.8
"Merops viridissimus",14.8,90.8,36.8
"Nyctyornis amictus",71.9,119.1,17.6
"Nyctyornis athertoni",84.2,135,25.2
"Aspatha gularis",62.7,100.4,17.3
"Baryphthengus martii",165,150.7,16.1
"Baryphthengus ruficapillus",141.7,141.4,16
"Electron carinatum",64.9,114.4,19.9
"Electron platyrhynchum",73,116.3,17.7
"Eumomota superciliosa",62.5,110.6,15.1
"Hylomanes momotula",29.3,71.4,19.8
"Momotus aequatorialis",158,154.8,17.4
"Momotus bahamensis",111,129.6,16.7
"Momotus coeruliceps",118,136.2,13.1
"Momotus lessonii",115,138,16.8
"Momotus mexicanus",75.7,115.7,16.8
"Momotus momota",115,142.3,18.6
"Momotus subrufescens",97.1,124.3,18.2
"Todus angustirostris",7.5,45.8,14.1
"Todus mexicanus",5.9,42.3,12.6
"Todus multicolor",5.9,42.4,16.8
"Todus subulatus",8.7,50.4,18.8
"Todus todus",6.4,46,18.1
"Cacomantis aeruginosus",35.8,112.2,39.1
"Cacomantis castaneiventris",33.2,110.4,37.7
"Cacomantis flabelliformis",49.8,137.2,43.2
"Cacomantis merulinus",25.3,104.2,32.5
"Cacomantis passerinus",25.3,113,32.9
"Cacomantis sonneratii",33.8,107.4,33.3
"Cacomantis variolosus",35.8,115.4,38.3
"Caliechthrus leucolophus",107.2,174,24.5
"Carpococcyx radiceus",495.7,258.6,6.2
"Carpococcyx renauldi",400,278.6,2
"Carpococcyx viridis",495.7,211.2,6.2
"Centropus andamanensis",164,172.6,11.2
"Centropus anselli",210,186.2,5.7
"Centropus ateralbus",339,209.8,8.2
"Centropus bengalensis",148.9,154.6,18.6
"Centropus bernsteini",162.1,185.8,14.4
"Centropus celebensis",244.4,181.8,8.2
"Centropus chalybeus",244.4,195.7,9.2
"Centropus chlororhynchos",244.4,165.2,8.1
"Centropus cupreicaudus",285.2,211,13.1
"Centropus goliath",499.4,268.8,9.2
"Centropus grillii",122.9,159.8,21
"Centropus leucogaster",307.8,196,6.7
"Centropus melanops",221.2,158.8,6.7
"Centropus menbeki",519,218.2,4.3
"Centropus milo",769,264,7.1
"Centropus monachus",201.3,180.7,10.6
"Centropus nigrorufus",244.4,206.3,10.5
"Centropus phasianinus",382,248.8,11.8
"Centropus rectunguis",238,160,10.2
"Centropus senegalensis",169,165.8,13
"Centropus sinensis",280.7,212.4,14.6
"Centropus spilopterus",244.4,233,19.4
"Centropus steerii",198.4,160.5,5
"Centropus superciliosus",148.5,157.9,14.9
"Centropus toulou",166.4,155.4,12.3
"Centropus unirufus",183.8,167.5,13.6
"Centropus violaceus",500,248,8.7
"Centropus viridis",142,163,14.8
"Cercococcyx lemaireae",55.6,130.5,29.5
"Cercococcyx mechowi",55.6,130.5,29.5
"Cercococcyx montanus",58.2,146.4,31
"Cercococcyx olivinus",65.9,139.2,32.5
"Ceuthmochares aereus",65.8,117.2,13.4
"Ceuthmochares australis",65.8,121.8,15.6
"Chalcites basalis",23.1,99.6,40.6
"Chalcites crassirostris",18.6,86,39.8
"Chalcites lucidus",24.4,102.8,44
"Chalcites megarhynchus",31.5,97,29
"Chalcites meyerii",19.4,90.2,32.6
"Chalcites minutillus",18.6,93.2,37.7
"Chalcites osculans",30.9,115.2,39.8
"Chalcites ruficollis",21,95,38.1
"Chrysococcyx caprius",32.8,113.4,38.5
"Chrysococcyx cupreus",37.7,105.7,37.9
"Chrysococcyx flavigularis",29.2,91.5,28.2
"Chrysococcyx klaas",27.4,99.2,35.3
"Chrysococcyx maculatus",27.4,106.6,44.3
"Chrysococcyx xanthorhynchus",22.4,100.4,41
"Clamator coromandus",74.6,159.8,26.4
"Clamator glandarius",143,194,41.9
"Clamator jacobinus",79.4,145.2,35.2
"Clamator levaillantii",122,174.4,26.8
"Coccycua cinerea",41,109.8,24.6
"Coccycua minuta",39.3,105.9,14.6
"Coccycua pumila",37.1,98,26.8
"Coccyzus americanus",64,143.4,43
"Coccyzus bahamensis",169.6,157.7,11.3
"Coccyzus erythropthalmus",50.9,136.9,40.8
"Coccyzus euleri",52.3,131.4,33.9
"Coccyzus ferrugineus",70,129.6,29.1
"Coccyzus lansbergi",50.3,114.8,25.2
"Coccyzus longirostris",100,136,12.5
"Coccyzus melacoryphus",49.7,116.3,27.5
"Coccyzus merlini",169.6,178,12.8
"Coccyzus minor",63.9,135,31.7
"Coccyzus pluvialis",163,177.6,12.8
"Coccyzus rufigularis",128,181.1,13.7
"Coccyzus vetula",96,120.5,11.5
"Coccyzus vieilloti",81.9,132,13.7
"Coua caerulea",244,195.8,5
"Coua coquereli",160,145.5,3
"Coua cristata",147,136,6.2
"Coua cursor",110,131.6,7.6
"Coua gigas",424,212.6,5.8
"Coua olivaceiceps",180,164.7,7.6
"Coua pyropyga",147,164.8,9.2
"Coua reynaudii",153,135.2,1.9
"Coua ruficeps",180,164,6.3
"Coua serriana",293,169.4,2.1
"Coua verreauxi",99,130.2,10.2
"Crotophaga ani",110.1,144,24.8
"Crotophaga major",148.3,193.6,23.7
"Crotophaga sulcirostris",82,129.3,19.3
"Cuculus canorus",111.4,192,43.9
"Cuculus clamosus",78.8,181,44.2
"Cuculus crassirostris",88.8,206,28.4
"Cuculus gularis",103,209,48.5
"Cuculus lepidus",87,154.9,42.4
"Cuculus micropterus",88.8,196.3,45.1
"Cuculus poliocephalus",46.6,154,48.3
"Cuculus rochii",62.7,163.6,45.8
"Cuculus saturatus",87,182.6,47.8
"Cuculus solitarius",76.7,187.5,44.2
"Dasylophus superciliosus",123,154,10
"Dromococcyx pavoninus",46.4,128.1,21.8
"Dromococcyx phasianellus",84.5,162.8,25.7
"Eudynamys orientalis",194.9,209.9,23.9
"Eudynamys scolopaceus",194.9,196.4,31.4
"Geococcyx californianus",376,181,6.5
"Geococcyx velox",179.9,141.7,6.5
"Guira guira",141,173.6,24.9
"Heteroscenes pallidus",87.7,186.2,49.6
"Hierococcyx bocki",151,179.6,30.7
"Hierococcyx fugax",79.7,175.2,30
"Hierococcyx hyperythrus",79.7,198.5,36.6
"Hierococcyx nisicolor",79.7,176,34
"Hierococcyx pectoralis",79.7,171.2,27.4
"Hierococcyx sparverioides",151,235,32.7
"Hierococcyx vagans",57.7,147.2,27
"Hierococcyx varius",103,191,35
"Lepidogrammus cumingi",170.5,158.2,6.8
"Microdynamis parva",47.2,104.8,19.3
"Morococcyx erythropygus",64.5,99,8.3
"Neomorphus geoffroyi",355,165.2,6.3
"Neomorphus pucheranii",330,168.3,5.8
"Neomorphus radiolosus",399,152,5.2
"Neomorphus rufipennis",377.7,170.5,5.2
"Pachycoccyx audeberti",102.9,220.4,37.6
"Phaenicophaeus curvirostris",154,164.5,10.7
"Phaenicophaeus diardi",62.1,127.2,9.8
"Phaenicophaeus oeneicaudus",154,167.4,13.5
"Phaenicophaeus pyrrhocephalus",91.9,154,11.4
"Phaenicophaeus sumatranus",91.9,138.8,10.6
"Phaenicophaeus tristis",117,165.7,16
"Phaenicophaeus viridirostris",67,136,15.4
"Piaya cayana",102,145.5,11
"Piaya melanogaster",102.8,134.8,8.8
"Piaya mexicana",102,148.2,11.6
"Rhamphococcyx calyorhynchus",117,176.1,12.1
"Rhinortha chlorophaea",51.2,118,9.9
"Scythrops novaehollandiae",684,339.2,45.1
"Surniculus dicruroides",29.7,135.8,34.6
"Surniculus lugubris",29.7,119,33.3
"Surniculus musschenbroeki",29.7,128,29.3
"Surniculus velutinus",35.6,111,25.9
"Taccocua leschenaultii",174.7,163,11.2
"Tapera naevia",48.4,106,22.8
"Urodynamis taitensis",117,171.8,44.8
"Zanclostomus javanicus",109,144.2,11.7
"Eurypyga helias",210,216.5,16
"Rhynochetos jubatus",860,264.3,14
"Caracara cheriway",1078.6,386,42.4
"Caracara plancus",1078.6,378.7,24.4
"Daptrius ater",351.8,310.7,31.4
"Falco alopex",273.9,280.4,50.4
"Falco amurensis",141.9,234.2,52.9
"Falco araeus",79.8,151.8,45.3
"Falco ardosiaceus",234.2,229.2,48.1
"Falco berigora",587,340.2,50.7
"Falco biarmicus",606.1,330.8,50.6
"Falco cenchroides",170.5,249.4,54.1
"Falco cherrug",961.2,378.5,49.9
"Falco chicquera",208,204.8,48.5
"Falco columbarius",188.5,199.6,48.9
"Falco concolor",250,269,60.9
"Falco cuvierii",182.2,226.6,58.1
"Falco deiroleucus",459.6,256.2,39.9
"Falco dickinsoni",209,221,52.8
"Falco eleonorae",390,311.9,55
"Falco fasciinucha",254.7,208.2,58
"Falco femoralis",335.8,245.1,44.6
"Falco hypoleucos",457.2,307.4,50.6
"Falco jugger",755,331.4,52
"Falco longipennis",249.8,255,58.8
"Falco mexicanus",713.1,325,50.5
"Falco moluccensis",162,224,50.3
"Falco naumanni",152.1,229.3,53.9
"Falco newtoni",123.4,188.6,49.5
"Falco novaeseelandiae",418.6,262.2,39.8
"Falco peregrinus",760,314.7,52.2
"Falco punctatus",167.4,179.4,35.4
"Falco ruficollis",208,203.7,47.1
"Falco rufigularis",163.6,198.8,40.3
"Falco rupicoloides",261,276.2,50.5
"Falco rusticolus",1431.7,368,47.5
"Falco severus",200.6,217.4,58.6
"Falco sparverius",114.6,182.4,43.7
"Falco subbuteo",208.2,260.7,57.8
"Falco subniger",776,374.8,48.6
"Falco tinnunculus",183.2,241,51
"Falco vespertinus",151.5,237.9,55.6
"Falco zoniventris",174,218.8,49.1
"Herpetotheres cachinnans",623.6,272.4,18.9
"Ibycter americanus",624,359.8,26.2
"Micrastur buckleyi",464,211,17.1
"Micrastur gilvicollis",209,184.8,21.1
"Micrastur mintoni",209.5,187.6,21.8
"Micrastur mirandollei",549,232,17.4
"Micrastur plumbeus",185.4,173,15.4
"Micrastur ruficollis",177.6,167.1,21.8
"Micrastur semitorquatus",621.7,267.7,19.4
"Microhierax caerulescens",38.7,102,39.2
"Microhierax erythrogenys",50,106.6,38.9
"Microhierax fringillarius",42.9,91.6,39.5
"Microhierax latifrons",41.2,96.8,39.2
"Microhierax melanoleucos",64.2,111.4,40.4
"Milvago chimachima",315.2,285.9,29.9
"Phalcoboenus albogularis",809,376.8,46.6
"Phalcoboenus australis",1187,420.2,39.4
"Phalcoboenus carunculatus",788,384,44
"Phalcoboenus chimango",296,294,47.7
"Phalcoboenus megalopterus",788,371.8,43.6
"Polihierax insignis",97,142,31.8
"Polihierax semitorquatus",61.5,115.6,38.1
"Spiziapteryx circumcincta",166.2,159.8,34.2
"Aburria aburri",1405.1,337.2,15.7
"Chamaepetes goudotii",727.7,253.4,9.9
"Chamaepetes unicolor",1135,290.4,15
"Crax alberti",2499.9,401,10.8
"Crax alector",2872,395,5.3
"Crax blumenbachii",3500,384,9.7
"Crax daubentoni",2499.9,381.2,6.4
"Crax fasciolata",2600,354.9,8.9
"Crax globulosa",2500,349.5,10.8
"Crax pinima",2600,295,8.9
"Crax rubra",4133,381.2,9.3
"Mitu mitu",2850.5,395.8,7.3
"Mitu salvini",3100,366.5,8.3
"Mitu tomentosum",2187.6,364.5,8.5
"Mitu tuberosum",2769.5,385.4,10.2
"Nothocrax urumutum",1700,280.5,14.5
"Oreophasis derbianus",2071.5,370.5,9
"Ortalis araucuan",547.7,179.8,11.7
"Ortalis canicollis",539,235.7,20.8
"Ortalis cinereiceps",493,205.5,13.3
"Ortalis columbiana",547.7,225.6,11.9
"Ortalis erythroptera",632,219.2,12.3
"Ortalis garrula",532,213.6,11.9
"Ortalis guttata",547.7,192.3,15
"Ortalis leucogastra",495.8,208.6,17.2
"Ortalis motmot",520,206.8,15.4
"Ortalis poliocephala",760,260,9.9
"Ortalis ruficauda",586.2,219.8,9.8
"Ortalis squamata",547.7,205.8,10
"Ortalis superciliaris",520,175.7,12.3
"Ortalis vetula",562.6,198,11.4
"Ortalis wagleri",834,241.5,17.9
"Pauxi koepckeae",3743.2,468,4.5
"Pauxi pauxi",3117.7,379.6,7.8
"Pauxi unicornis",3743.2,406,7.9
"Penelope albipennis",1750,317.5,16.4
"Penelope argyrotis",806.7,264.2,12.7
"Penelope barbata",665,241.9,12.6
"Penelope dabbenei",1230,283.5,12.3
"Penelope jacquacu",1487.9,296.4,10.3
"Penelope jacucaca",1400,280.4,16.2
"Penelope marail",879.7,321.4,10.7
"Penelope montagnii",706,241.5,12.2
"Penelope obscura",1770,309.4,4.9
"Penelope ochrogaster",1249.8,320.4,10.1
"Penelope ortoni",872,267.5,12.2
"Penelope perspicax",1197,325,12.2
"Penelope pileata",1249.8,322,9.6
"Penelope purpurascens",2060,379.7,12
"Penelope superciliaris",895,248.6,13.5
"Penelopina nigra",890,239.7,5.7
"Pipile cujubi",1195.8,347.8,15.6
"Pipile cumanensis",1239.2,334.4,18.1
"Pipile grayi",1239.2,326.5,6
"Pipile jacutinga",1241,340,19.5
"Pipile pipile",1816.6,331,18.7
"Aepypodius arfakianus",1463.8,266.8,16.9
"Aepypodius bruijnii",192,284,19.5
"Alectura lathami",2333.1,289.8,21.4
"Eulipoa wallacei",505,193,33.5
"Leipoa ocellata",1913.9,310.2,31
"Macrocephalon maleo",1563.3,290.8,22
"Megapodius bernsteinii",768.6,185,26
"Megapodius cumingii",1044,213,26.1
"Megapodius decollatus",666.3,224.9,14.5
"Megapodius eremita",676.7,212.8,28
"Megapodius freycinet",642.5,210.2,25.1
"Megapodius geelvinkianus",642.5,212.4,18.5
"Megapodius laperouse",308,167,31.4
"Megapodius layardi",768.6,236,25.3
"Megapodius nicobariensis",836.7,226.8,20.1
"Megapodius pritchardii",365,177,18.8
"Megapodius reinwardt",875.8,230.8,22.8
"Megapodius tenimberensis",875.8,253,21.5
"Talegalla cuvieri",1785,275,27.1
"Talegalla fuscirostris",1314.5,257.2,25.2
"Talegalla jobiensis",1478.8,286.2,24.8
"Acryllium vulturinum",1330,300.1,19.9
"Agelastes meleagrides",815,220.2,20.7
"Agelastes niger",700,210.4,18
"Guttera edouardi",1149,275.7,22.1
"Guttera plumifera",866,232.4,16.6
"Guttera pucherani",1149,268.5,19
"Guttera verreauxi",1149,271.4,12.1
"Numida meleagris",1299,253.8,20.4
"Callipepla californica",165.7,108.2,26.2
"Callipepla douglasii",177.1,112.8,23
"Callipepla gambelii",166,112.8,28.4
"Callipepla squamata",183.9,116,24.2
"Colinus cristatus",134.5,99.8,26.6
"Colinus leucopogon",128.7,102.8,23.9
"Colinus nigrogularis",129.8,102,24.7
"Colinus virginianus",171.9,109.8,27.6
"Cyrtonyx montezumae",185.4,120.2,25.5
"Cyrtonyx ocellatus",199.2,120.6,29
"Cyrtonyx sallei",185.4,114.1,22.2
"Dactylortyx thoracicus",201.8,125.6,29.9
"Dendrortyx barbatus",432,150.5,17
"Dendrortyx leucophrys",367.4,149.2,21.3
"Dendrortyx macroura",431,165.2,12.5
"Odontophorus atrifrons",304,136.4,9.9
"Odontophorus balliviani",317.4,141.8,15.9
"Odontophorus capueira",425.4,146.8,10.5
"Odontophorus columbianus",340,137.5,13.5
"Odontophorus dialeucos",260,126,11.3
"Odontophorus erythrops",335,143,27
"Odontophorus gujanensis",314.1,143.4,13.3
"Odontophorus guttatus",303.8,145.8,23.9
"Odontophorus hyperythrus",339.3,137.7,17.3
"Odontophorus leucolaemus",295,126.4,18.7
"Odontophorus melanonotus",322,129.7,14.2
"Odontophorus melanotis",335,139.5,24.1
"Odontophorus speciosus",317,133.4,16.3
"Odontophorus stellatus",335.8,133.9,20.3
"Odontophorus strophium",302,138,16.2
"Oreortyx pictus",233,134,31.6
"Philortyx fasciatus",130,98.6,23
"Ptilopachus nahani",310,134,22.6
"Ptilopachus petrosus",193,117.2,21.2
"Rhynchortyx cinctus",150,110.2,36.2
"Afropavo congensis",1273.7,297.2,10.1
"Alectoris barbara",416.3,163,28.5
"Alectoris chukar",502.1,153.8,29
"Alectoris graeca",594.1,155.7,36.9
"Alectoris magna",541.4,172.4,26.8
"Alectoris melanocephala",614.8,185.5,25.1
"Alectoris philbyi",441,161,27.4
"Alectoris rufa",527.9,155.3,25.8
"Ammoperdix griseogularis",201.9,126.2,34
"Ammoperdix heyi",189.7,123,32.2
"Anurophasis monorthonyx",401,147,20.4
"Arborophila ardens",266.6,130.3,26.2
"Arborophila atrogularis",237.3,129.2,27.4
"Arborophila brunneopectus",291.5,131.4,26.8
"Arborophila cambodiana",285.9,142.3,23
"Arborophila campbelli",336,129.5,25
"Arborophila charltonii",269.3,158.6,25.6
"Arborophila chloropus",250,146,31.8
"Arborophila crudigularis",256.8,137.2,27.1
"Arborophila davidi",241,130,26.4
"Arborophila gingica",253,137.8,28
"Arborophila graydoni",269.3,160.4,28.8
"Arborophila hyperythra",270,141.2,19.3
"Arborophila javanica",272,140.2,25.4
"Arborophila mandellii",268,129.4,22
"Arborophila orientalis",336,142.5,23.2
"Arborophila rolli",336,140.4,22.6
"Arborophila rubrirostris",225.4,131.2,27.1
"Arborophila rufipectus",400.1,139,19.1
"Arborophila rufogularis",344.5,135,25.5
"Arborophila sumatrana",336,141,17.9
"Arborophila tonkinensis",269.3,145.6,29.8
"Arborophila torqueola",344.5,136.5,25.2
"Argusianus argus",1959.9,384.2,8
"Bambusicola fytchii",313.7,142.8,18.5
"Bambusicola sonorivox",264.8,129.4,20.1
"Bambusicola thoracicus",264.8,128.4,23.9
"Bonasa bonasia",429,169.4,33
"Bonasa sewerzowi",267.3,167.5,34.2
"Bonasa umbellus",530.9,183.2,38.3
"Caloperdix oculeus",209,141.6,25.4
"Catreus wallichii",1436.9,244.4,21.1
"Centrocercus minimus",1902.5,285,38.6
"Centrocercus urophasianus",1902.5,306,38.7
"Chrysolophus amherstiae",732.5,204,17.3
"Chrysolophus pictus",555.2,177.2,21.2
"Coturnix coromandelica",73.8,88.2,36.2
"Coturnix coturnix",96.3,106.2,41
"Coturnix delegorguei",76,90.6,37.6
"Coturnix japonica",94.8,97,39.4
"Coturnix pectoralis",101.9,100,45.6
"Crossoptilon auritum",1768.3,295.5,15.7
"Crossoptilon crossoptilon",2075.3,312.4,15.8
"Crossoptilon harmani",2075.3,282,15.2
"Crossoptilon mantchuricum",1860.9,290.8,18.4
"Dendragapus fuliginosus",1047.3,223.2,39.9
"Dendragapus obscurus",1047.3,226.5,39.4
"Dendroperdix sephaena",340.5,148,22.7
"Falcipennis canadensis",473.7,179.8,34.9
"Falcipennis falcipennis",685.6,179,29.8
"Falcipennis franklinii",473.7,179.3,36.7
"Francolinus francolinus",452.1,171.2,21.5
"Francolinus gularis",510,162,20.6
"Francolinus pictus",286.8,138.8,25.6
"Francolinus pintadeanus",310,149.4,25
"Francolinus pondicerianus",249.9,136.5,25.9
"Galloperdix bicalcarata",290.9,150,16.9
"Galloperdix lunulata",254.4,145.5,18.3
"Galloperdix spadicea",359.1,144.8,19
"Gallus gallus",751.7,218.2,22.5
"Gallus lafayettii",825,204.8,20.4
"Gallus sonneratii",840.8,218,21.2
"Gallus varius",839.3,202.2,20.6
"Haematortyx sanguiniceps",300,155.4,20.2
"Ithaginis cruentus",530.7,195.7,25.1
"Lagopus lagopus",566.9,195.6,39
"Lagopus leucura",355,173,40.4
"Lagopus muta",535.3,188.6,46.1
"Lerwa lerwa",567.3,186.6,36.6
"Lophophorus impejanus",2066.5,286.2,21.1
"Lophophorus lhuysii",3008,336.6,26.3
"Lophophorus sclateri",2500,295.2,27
"Lophura bulweri",1245.2,247.2,14.6
"Lophura diardi",1088.9,230,25.8
"Lophura edwardsi",1091,210.4,19.4
"Lophura erythrophthalma",934.3,220.8,22.2
"Lophura ignita",1768.1,280,17.4
"Lophura inornata",685,209.3,21.5
"Lophura leucomelanos",868,212.2,17.8
"Lophura nycthemera",1230,254.8,19.5
"Lophura pyronota",934.3,220.8,22.2
"Lophura rufa",1768.1,281.1,18.7
"Lophura swinhoii",1100,237.8,24.9
"Lyrurus mlokosiewiczi",814,197.8,28.2
"Lyrurus tetrix",1068.7,240.5,36.8
"Margaroperdix madagarensis",245,121.2,27.6
"Melanoperdix niger",280,133.8,26.6
"Meleagris gallopavo",5791.4,448.8,26
"Meleagris ocellata",5525,362.5,26.6
"Ophrysia superciliosa",189.7,88,14.7
"Pavo cristatus",4154.8,445.2,28.7
"Pavo muticus",2205.7,465.8,22
"Peliperdix albogularis",276,127.2,26.7
"Peliperdix coqui",262,138.4,26.3
"Peliperdix lathami",269,135.2,26.5
"Peliperdix schlegelii",236.6,128.4,22.8
"Perdicula argoondah",60.5,75.8,22.2
"Perdicula asiatica",68.4,81.2,17.6
"Perdicula erythrorhyncha",67.6,83.2,16.6
"Perdicula manipurensis",70.7,81,10.3
"Perdix dauurica",263.4,144,34.8
"Perdix hodgsoniae",363.7,154,29
"Perdix perdix",405.3,151.2,33.8
"Phasianus colchicus",1120.3,237.7,25.8
"Phasianus versicolor",918.8,220.6,26.6
"Polyplectron bicalcaratum",467.8,201,19.6
"Polyplectron chalcurum",508,161,15.9
"Polyplectron germaini",450,190.6,21
"Polyplectron inopinatum",497.5,186,16.6
"Polyplectron katsumatae",467.8,162.2,17.6
